Buenos Aires,Capital Federal,Catamarca,Chaco,Chubut,Corrientes,Córdoba,Entre Ríos,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquén,Río Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago Del Estero,Tierra Del Fuego,Tucumán
585247.9341256258,557763.030132754,830325.0138360406,1007751.5097693661,992134.5593324965,1013402.6299875035,1016920.8351881695,1131752.8313388864,1292275.2763397323,1637290.7463795617,1397785.0240909765,1559291.7002919277,1638974.367649012,1966484.3830507856,1986072.2656327067,2365458.161700834,2968306.3789506177,2997537.697321079,4108852.5617429665,3692645.3201637506,3998756.989412334,4529751.275378645,3962436.033298667,6062758.815174273
596665.7182380384,561026.3168060787,869939.7568625693,1043898.5908853109,992279.7355922755,1029908.3494699349,1055585.998557462,1156647.8927603299,1315763.8272728892,1619718.0477692704,1442049.9800645865,1558980.588619883,1695142.6993917353,2015646.4926270547,2039651.161823902,2532968.257638984,3065888.3164849277,2806665.871789163,4197237.084081611,3800497.2697095633,4079707.9767187946,4568386.774961172,3934578.7821857734,6239299.791381678
597790.196976382,561596.0970188817,860960.4151098893,1046567.1673435356,1001571.0162181578,1035491.166353698,1062480.8353820557,1175513.6814937668,1325483.2276590236,1685464.1787767396,1442226.3344708555,1549647.2384585186,1717961.0841622173,2040700.2600072692,2034780.3530792478,2524261.049681803,3059647.6111775,3018402.228856958,4174627.089994981,4278127.331983872,4098559.5765024903,4768873.691713754,3990293.284411559,6243855.687541868
605488.5514158114,570505.3876190704,921526.9555593377,1051176.5266804679,1049479.1819453638,1056851.5092133149,1083165.345855838,1199241.7869110801,1345731.9784634693,1702127.9447002918,1447516.9666589368,2394937.651406078,1797825.4308589026,2127679.3769499003,2104798.22878365,2568211.7184180487,3116381.29579047,3035402.958256561,4289732.514436005,4520537.428105888,4162322.340476759,4861807.731250108,3502275.5149153285,6256384.401982394
620020.276649791,576358.5843505897,928041.3799681447,1042200.4058664413,1171717.5926796277,1089862.9481781775,1098847.719809817,1209355.4056135414,1375295.1546379605,1687282.0441502181,1486314.936038197,2403648.778223352,1998802.7428758354,2154151.2821063534,2122150.484936481,2569455.6052690754,3174816.990941831,3049312.6459471467,4104227.790225248,4493831.231075497,4159550.046390921,4907752.649672573,4898233.320683615,6223354.154821008
654446.625716004,576358.5843505897,972762.0232069812,1068643.572588844,1198720.3769985985,1104669.5494785935,1142515.0196989127,1228415.687014334,1395138.9304263175,1724548.2843065257,1579606.4169546901,2424182.1485783528,2084810.500856882,2319127.9767421046,2231439.2561446573,2723697.574796282,3223040.6228628554,3059358.531501457,4126323.9208099092,4421929.931378289,4274323.021544604,4912973.663129673,5076210.202793761,6370281.805987172
671054.3116976949,628363.9783191341,1098648.8732690613,1062336.0282330415,1207721.305104922,1173605.2014346297,1182667.3047362545,1242808.1443986057,1758401.5198580753,1736667.386796382,1639743.2694925433,2493248.939772449,2167307.738104007,2410834.219605531,2436013.223420128,2813257.4280701433,3264456.2126303236,3822073.0732018715,4201347.992097362,4432201.545620748,4319234.185735174,4980846.838071954,5151527.955802694,6755255.031523316
675638.7250155578,633388.4038320313,1150236.0719658297,1064034.2132519113,1224997.2800186719,1170206.9650706,1193888.3136860845,1238334.81304944,1772170.6704050985,1784840.8191935597,1703407.210155784,2509426.7467188137,2239273.4131493727,2449596.652156051,2446668.1175490594,2818647.604424589,3276937.6232451773,3925622.970454004,4200320.265093423,4436310.19131773,4355274.008851064,5010084.513431705,5133472.3300813725,6963687.280852059
617356.2456627556,588966.7009073592,806322.6299931392,1042566.7957549676,1020742.1804275365,1058431.119956622,1081436.2159166092,1227706.415820683,1360709.3755420055,1706054.5537648648,1510888.738252705,1574285.8290908788,1622945.5120970712,2059182.0279777888,2009138.5720940174,2496522.6550010336,3172330.120328965,2924544.710761919,4163533.566395019,4010338.127176779,4245669.444532353,4508137.745411168,4105666.492698079,6292735.097625241
643276.2984676749,596630.7055911204,802443.3125587497,1093545.1426300227,1134996.1044791103,1081066.0459762437,1133195.1220947558,1230920.26310812,1373494.3713816814,1915260.7705297568,1571765.4109640818,1467944.264914148,1548080.9818321397,2017706.3730233244,2117653.5092737097,2535156.6253704736,3176754.7761208154,2849540.7343042633,4244169.970111312,4024541.3000938697,4400520.58721671,4230041.899982154,3760234.5394680034,6358199.913368566
681284.3102537349,670464.8785240528,849516.3143748346,1061372.3826955254,975366.7779728624,1125811.2142441384,1123520.070734058,1373967.8320624407,1455862.9887677366,1529137.8814394565,1590268.705607836,1791890.558497915,1846550.077872052,2253089.5022957963,1920340.205707247,2678480.4398067277,3331174.10434417,3083331.0252935383,4172963.679959001,4262140.066585485,4243211.853632256,5084797.710530108,4892842.3167141415,6261166.779855596
706310.2965956535,688175.6577191836,912892.6673849915,1102531.1031082338,1021300.1030728116,1157154.8326332816,1158883.4097609902,1410206.4721561323,1489679.557707438,1533314.8497056726,1630427.4578189796,1844015.3087416403,1966281.5466572002,2320757.776610029,1958850.7199819451,2817277.899476053,3395411.2057347824,3117624.600776881,4267655.807939452,4309214.025517272,4278761.993219451,5256585.856835058,5014319.121741224,6386537.25968104
787911.3420066078,778810.4342021983,1081855.2495246693,1206640.3600886618,1197122.4992849731,1271173.5419170915,1228276.3681743448,1472671.143391059,1597138.6220720496,1728818.1888043485,1671107.0141617798,2058505.2553519704,2098736.6931955535,2441464.9648461556,2090961.166095553,2711435.098464922,3496724.0002995683,3750553.302939365,4433218.563862512,4282792.013260734,4368922.4897271,5448471.034909004,5174290.341415875,6791173.038955513
790374.0462069092,778298.4069385403,1133832.1504827095,1229517.3253129062,1248571.2397748043,1288150.8158217068,1241815.4174422165,1483674.1966830508,1614615.244242917,1759211.6896467148,1681465.3261833452,2097921.69702939,2140131.7889711596,2480855.2206070437,2099027.358917866,2721283.2627047407,3559764.6170989475,3845298.4367646654,4444263.708774006,4291880.732429955,4391440.962283907,5429369.297411932,5167218.915118154,7001169.445544662
