Buenos Aires,Capital Federal,Catamarca,Chaco,Chubut,Corrientes,Córdoba,Entre Ríos,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquén,Río Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago Del Estero,Tierra Del Fuego,Tucumán
,,,,,,,,,,,,,,,,,,,,,,,
0.000762908364881909,0.004641256460840015,0.010528061013014955,0.006607388948669968,7.833000430812476e-05,0.006049652810805606,0.002921259585382918,0.009426879119045717,0.005776451333397548,0.012195531664706882,0.008277518008340756,0.012832790653131587,6.0414848627177165e-05,0.005936710426347691,-0.0004812722326846819,0.0005239959313256826,0.009708605105905876,0.0,0.0,0.0015322026734294614,0.004459775244683328,0.007768600116682567,0.0,0.015595488640656185
-0.004046195982996825,0.005625093546780091,0.0,0.0,-0.03624437047190132,0.001399315469999829,0.007065788499962977,6.427915518814054e-05,0.00607829999042786,0.0,0.005890831609951741,0.0,0.007658797548647733,0.0,0.14007578453744207,0.005298829328404198,-0.00017605395376552035,0.0023047694192397383,-0.00026534583407045176,-0.05771259759442915,0.004554135902079981,0.0,0.010269220094365705,-7.590708972271543e-06
0.008604618270462217,0.012506803212226858,0.0333059885151763,0.031938635809531046,-0.013815802840366542,0.03393319107955506,0.014535054613006082,0.031072382858769343,0.01065601065601074,0.04052708443972386,-0.0004984113139367974,0.030761472516389388,0.011171063149480354,0.026381887481776722,-0.12371001505747548,0.01598124540328505,0.029771902259305483,0.00789277427908508,0.01026276209855781,-0.017299294591870962,0.029762544651495748,0.039305301645338186,0.0049450549450549275,0.04064096433098774
0.00454130704870237,-0.0018671083954057144,-0.0063115274690377365,-0.0013085199185809415,-0.059622159500607785,-0.0019176681155714803,-0.0036910739170870066,0.0006411911907455714,-0.010496587432337057,0.004976235286612063,-0.1807641962226516,-0.0042808219178082085,0.00418980612265063,-0.0029605544622229862,-0.004253892416336669,-0.0004976850106324093,0.003340962302370132,-0.004357388033625842,-0.00043786671337242566,-0.07622628610493931,-0.019262259631875445,-0.008707124010554068,0.015627847639876125,0.005572859299891375
-0.0008622132667144289,-0.0038599005570039147,0.01414133343985946,0.014831125345756258,-0.03715631503998251,0.010777873337115107,0.012350130713062235,0.00903322268006379,0.0035676909903910037,0.021520393588319253,-0.029445332115955236,0.011116570445891094,0.005694305038935088,0.015739246850434263,-0.009259648975125212,0.007001237287624029,0.012244362873623515,0.004727400342684929,0.0015770106886279223,-0.05377736663583099,0.013101831154256782,0.0017744654422855444,0.015477098380512366,0.01513887579158113
0.0023372551002991404,0.003612267144477377,0.016307558986883075,0.009234852152706807,0.00034130469407722686,0.010029327636771779,0.010231809956050997,0.004683448288027581,0.022562449637389292,0.012895006680545551,-7.839448102853197e-05,0.015914474883071072,-1.3046229313529167e-05,0.012538231467243532,0.0005097922596541959,0.001018909766549836,0.011008366358432387,0.0,0.0,0.012839731473636151,0.011782646937862573,0.0003837864966196314,0.0,0.02130137769393481
0.000552518595467566,0.0013456020579796224,0.014689353125847848,0.009523471092000912,9.098353198067066e-05,-0.0019895325494694305,0.005226163802418027,0.0006496413804002454,0.007463032494321675,0.010307380820909318,0.0,0.009626307922272037,-3.913919855969006e-05,0.0055239398541413465,0.09719332512419854,0.0006735921923179955,0.008710801393728262,0.0,0.0,0.004761904761904745,0.008310536965719484,-0.008971256566133512,0.0,0.008836802518803477
-0.0017543494691879546,-0.0022001330619396686,-0.0032085561497325887,-0.008184026188883808,-2.2743813682724046e-05,-0.0040767945977981945,-0.007484513336916243,-0.007737996016949911,0.005429281310389333,0.016608975526811287,-7.840062720498864e-05,-0.014272178135733782,3.9140730496489695e-05,-0.011850229038040228,0.0004256965944271496,0.0006432214925731206,0.0029081580818857145,0.0,0.0,0.0025618035096708347,-0.00527008059603995,-0.022154725745935355,0.0,0.00031209254584285695
-0.0025966808962085697,-0.00832040490730046,0.006361128142243988,-0.004276613489964998,0.0002274433097551043,0.0010278789627438112,-0.0056799398091677,-0.002581763202801013,0.011394838001098195,0.008273349063647961,0.0,0.0027635926704716596,0.00014351039471871552,0.0005878598542108371,0.0007736644617228894,0.0020480162645379885,0.005888088333987573,0.0,0.0,-0.012840168646991224,-0.00534828961224898,-0.02244351056702598,0.0,0.008687332302593775
